sample_name,number_of_players,number_of_incentives,mean_wealth,median_wealth,std_wealth,skewness,kurtosis,gini_coefficient
PIDCplyr_165_inctvs_1250_,165,1250,7.375757575757576,7,2.9651542249255978,0.6992600988486566,0.6658209324556634,0.22098055327307575
PIDCplyr_165_inctvs_1300_,165,1300,7.715151515151515,7,3.285977665698202,0.3654182913185378,0.049299467258540286,0.23891070960984528
PIDCplyr_165_inctvs_1350_,165,1350,7.951515151515151,7,3.6776244977893175,0.7543064753033516,0.6364636683380591,0.25511825572801183
PIDCplyr_165_inctvs_1400_,165,1400,8.381818181818181,8,3.3601456088087454,0.506391963,0.2443438497805861,0.22362453165056195
PIDCplyr_165_inctvs_1450_,165,1450,8.557575757575757,8,3.5732194381750055,0.755004744,0.2739959205086109,0.22926431453343643
PIDCplyr_140_inctvs_500_,140,500,3.4357142857142855,3,1.805589394415156,0.30434216382453794,-0.071966615,0.29324324324324336
PIDCplyr_140_inctvs_550_,140,550,3.7142857142857144,4,2.168889492955568,0.41568757568084547,-0.325645936,0.3272802197802197
PIDCplyr_140_inctvs_600_,140,600,4.1571428571428575,4,2.3030148829350643,0.4850049702061799,-0.463266803,0.31124202258222866
PIDCplyr_140_inctvs_650_,140,650,4.5,4,2.182724378909466,0.17309152639855327,-0.460883501,0.27396825396825386
PIDCplyr_140_inctvs_700_,140,700,4.7214285714285715,4,2.6540208233192604,0.5533167146186672,0.018449140095633254,0.31291333477415173
PIDCplyr_140_inctvs_750_,140,750,5.042857142857143,5,2.401997468,0.3763208534029558,-0.146578828,0.2673613921489275
PIDCplyr_140_inctvs_800_,140,800,5.335714285714285,5,2.5456144761578665,0.9785944814725017,1.9860874143125953,0.2573627844712181
PIDCplyr_140_inctvs_850_,140,850,5.7785714285714285,5.5,2.651328123097277,0.7704337957489689,0.7568062879207154,0.2513597033374535
PIDCplyr_140_inctvs_900_,140,900,6.214285714285714,6,2.870504471058588,0.8193200991927928,1.3016927604021893,0.24977011494252876
PIDCplyr_140_inctvs_950_,140,950,6.542857142857143,7,3.029312577776937,0.3687947513098665,0.17102197211519687,0.25910792264504057
PIDCplyr_140_inctvs_1000_,140,1000,6.95,6.5,2.879298029530313,0.667627259,0.8018125690250448,0.22871090882396117
PIDCplyr_140_inctvs_1050_,140,1050,7.114285714285714,7,2.6242977680724806,0.1743756392025191,-0.658995019,0.20975329890992533
PIDCplyr_140_inctvs_1100_,140,1100,7.5,7,3.219361072,0.5972650506328163,0.34318497996343744,0.2376734693877549
PIDCplyr_140_inctvs_1150_,140,1150,7.9071428571428575,8,2.9517462835496175,0.5357315189991658,1.120350391699402,0.20622660988514652
PIDCplyr_140_inctvs_1200_,140,1200,8.207142857142857,8,3.5040719753114753,0.7237557402385074,0.5703379328498799,0.23532885739152054
PIDCplyr_140_inctvs_1250_,140,1250,8.592857142857143,8,3.4638880478680694,0.7002003108710616,0.5010400527668071,0.22229545184657407
PIDCplyr_140_inctvs_1300_,140,1300,8.864285714285714,9,3.2671759633527855,0.46487975431042416,0.3668258846073824,0.20617589501554034
PIDCplyr_140_inctvs_1350_,140,1350,9.157142857142857,9,2.9863293966517026,0.1037553196317469,-0.441894667,0.18432137285491423
PIDCplyr_140_inctvs_1400_,140,1400,9.5,9,3.5162886278412517,0.026615426538871518,-0.419715114,0.2097744360902256
PIDCplyr_140_inctvs_1450_,140,1450,10.014285714285714,10,4.116145413032014,0.3198015331120186,0.1399492500426307,0.22900957815365797
PIDCplyr_130_inctvs_500_,130,500,3.5846153846153848,3,2.048581555743521,0.852848841,1.3444883349228052,0.3111587982832619
PIDCplyr_130_inctvs_550_,130,550,3.953846153846154,4,2.279883730036514,0.4073650777786388,0.0040603,0.32208919485184084
PIDCplyr_130_inctvs_600_,130,600,4.338461538461538,4,2.5406051555117766,0.8429062992039035,0.4014387076705348,0.32040371
PIDCplyr_130_inctvs_650_,130,650,4.723076923076923,5,2.366481921838942,0.4048974110168164,-0.371943572,0.281558507
PIDCplyr_130_inctvs_700_,130,700,5.061538461538461,5,2.4581226299567165,0.5349664317695073,0.018310507282725652,0.2706102408230068
PIDCplyr_130_inctvs_750_,130,750,5.484615384615385,6,2.415445859096174,0.027022723,-0.602571115,0.24985435322041216
PIDCplyr_130_inctvs_800_,130,800,5.846153846153846,5,2.818787351003533,0.48880744,-0.224731218,0.2703441295546559
PIDCplyr_130_inctvs_850_,130,850,6.207692307692308,6,2.7109355576319287,0.4496329298502214,0.23328679687367027,0.24444762177104196
PIDCplyr_130_inctvs_900_,130,900,6.538461538461538,6,3.282011217704183,0.9390410031837785,1.2557450049370882,0.2737737556561086
PIDCplyr_130_inctvs_950_,130,950,6.769230769230769,6,2.9756407494559025,0.26991106013582883,-0.557017891,0.24839160839160845
PIDCplyr_130_inctvs_1000_,130,1000,7.246153846153846,7,3.0610745686429954,0.2752986219646445,-0.250756846,0.2383472154172792
PIDCplyr_130_inctvs_1050_,130,1050,7.638461538461539,7,3.085957889,0.9783967156872079,1.7410341622805872,0.21821210008521197
PIDCplyr_130_inctvs_1100_,130,1100,7.969230769230769,8,3.1499412974712393,0.2852716985982346,-0.199530206,0.22273537273537292
PIDCplyr_130_inctvs_1150_,130,1150,8.353846153846154,8,3.231721471389367,0.50252378,0.49018249912825773,0.2165604193228503
PIDCplyr_130_inctvs_1200_,130,1200,8.738461538461538,8,3.173335653787294,0.600705026,0.37218116987705274,0.2012323943661971
PIDCplyr_130_inctvs_1250_,130,1250,9.030769231,9,3.243783312355311,0.5633708311362021,0.49563286087006597,0.1980605425239158
PIDCplyr_130_inctvs_1300_,130,1300,9.376923076923077,9,3.3974320270901996,0.3615735794819375,-0.33727884,0.20453713636650472
PIDCplyr_130_inctvs_1350_,130,1350,9.907692307692308,9,3.9893052293623454,0.8371083866662692,1.2999873186803974,0.22097467749641675
PIDCplyr_130_inctvs_1400_,130,1400,10.046153846153846,10,3.6791753642557925,0.7917936556698616,1.4996739011611355,0.19991754034633058
PIDCplyr_130_inctvs_1450_,130,1450,10.661538461538461,10,3.425141987295723,0.560063851,0.843676017,0.17534687534687543
PIDCplyr_108_inctvs_500_,108,500,4.277777777777778,4,2.159532413952979,0.48907837395295256,0.48381929823255065,0.279661696
PIDCplyr_108_inctvs_550_,108,550,4.518518518518518,4,2.153728384,0.6002828213245401,0.20808036718741452,0.26328172434729813
PIDCplyr_108_inctvs_600_,108,600,5.12037037,5,2.3754827680588018,0.33345092116902886,-0.452286978,0.2614526823387583
PIDCplyr_108_inctvs_650_,108,650,5.5,5,2.5037009642763888,0.6566350170071696,0.15561310761483593,0.25084175084175087
PIDCplyr_108_inctvs_700_,108,700,6.101851851851852,6,2.728246672,0.368987174,-0.089139201,0.2501967065699995
PIDCplyr_108_inctvs_750_,108,750,6.296296296296297,6,2.4954004327193484,0.5835983085667193,-0.230482621,0.22066993464052287
PIDCplyr_108_inctvs_800_,108,800,6.888888888888889,7,2.944968506821905,0.34815531740328876,-0.52135358,0.24138789326961363
PIDCplyr_108_inctvs_850_,108,850,7.203703703703703,7,2.930551898657832,0.024380718073613864,-0.550622792,0.23017233171474794
PIDCplyr_108_inctvs_900_,108,900,7.592592592592593,7,2.944036775878132,0.3582918254901396,-0.471321264,0.21897018970189697
PIDCplyr_108_inctvs_950_,108,950,8.101851851851851,8,3.2658156907884854,0.25065553951188096,-0.225890157,0.22733333333333317
PIDCplyr_108_inctvs_1000_,108,1000,8.407407407407407,8,2.7387380070127634,0.25178544161282473,0.23429942060984965,0.18153450807635818
PIDCplyr_108_inctvs_1050_,108,1050,8.916666666666666,9,3.0463244398114577,0.4564505227893592,0.26006501584953545,0.19042536825506706
PIDCplyr_108_inctvs_1100_,108,1100,9.25,9,3.456408433512923,0.5878569350175792,0.8545432313003181,0.204361769
PIDCplyr_108_inctvs_1150_,108,1150,9.740740741,9,3.1808756375679836,0.44069267186635863,1.1452627769726282,0.176858893
PIDCplyr_108_inctvs_1200_,108,1200,10.027777777777779,9.5,4.007997406420885,0.30752980998052565,-0.328670143,0.22544543620259216
PIDCplyr_108_inctvs_1250_,108,1250,10.62037037037037,11,3.542643898100925,0.13673947882796159,-0.380438994,0.1887451968097129
PIDCplyr_108_inctvs_1300_,108,1300,10.935185185185185,10,3.7963753379305354,0.6673777355078847,1.1528738781561616,0.18845454260356886
PIDCplyr_108_inctvs_1350_,108,1350,11.37962962962963,11,4.413190650162039,0.677755761,0.8737516835650814,0.21343006961395894
PIDCplyr_108_inctvs_1400_,108,1400,11.805555555555555,12,3.478660697296242,0.040507938618353875,-0.317399384,0.16652868554829325
PIDCplyr_108_inctvs_1450_,108,1450,12.37037037037037,12,3.881562764204054,0.3005894636228957,0.043888979,0.17580117542692364
PIDCplyr_88_inctvs_500_,88,500,4.7727272727272725,4,2.119858875702003,0.3347948660514166,-0.43831629,0.24864718614718617
PIDCplyr_88_inctvs_550_,88,550,5.340909090909091,5,2.2757933863138993,0.3165909415951256,-0.504314684,0.24008704061895547
PIDCplyr_88_inctvs_600_,88,600,5.886363636363637,6,2.483728036375498,0.33463450501843833,0.3572517898433367,0.23442435942435957
PIDCplyr_88_inctvs_650_,88,650,6.375,6,2.537502798923669,0.8616604945377588,1.1882982402889146,0.21489628909415015
PIDCplyr_88_inctvs_700_,88,700,6.681818181818182,6,3.009626428590336,0.909438702,1.273394990992463,0.24493661100803954
PIDCplyr_88_inctvs_750_,88,750,7.420454545454546,7,2.6616877374271852,0.10851470695460282,-0.411692984,0.20247459278852853
PIDCplyr_88_inctvs_800_,88,800,7.761363636363637,8,3.2613240415714952,0.452825711,0.4229030058744012,0.23454345800612275
PIDCplyr_88_inctvs_850_,88,850,8.375,8,2.970737970758965,0.028891172230878167,0.061598074,0.1972215369433823
PIDCplyr_88_inctvs_900_,88,900,9.045454545454545,9,3.390860345737866,0.18829173068179908,-0.463085854,0.21176907263590694
PIDCplyr_88_inctvs_950_,88,950,9.454545454545455,9,3.357180536853029,0.10068622399166409,-0.483088582,0.20143138111888104
PIDCplyr_88_inctvs_1000_,88,1000,9.931818181818182,9,3.4502814593537625,0.090831194,-0.801912536,0.19804451841065118
PIDCplyr_88_inctvs_1050_,88,1050,10.204545454545455,10,3.739102623591932,0.303954785,-0.047780796,0.20555780522372957
PIDCplyr_88_inctvs_1100_,88,1100,10.863636363636363,10,3.6124211793282774,0.5833632109608008,0.1807618828264106,0.18478984404716625
PIDCplyr_88_inctvs_1150_,88,1150,11.193181818181818,11,4.350699929440441,0.8973341369595188,1.1527525127295997,0.21050992155053072
PIDCplyr_88_inctvs_1200_,88,1200,11.659090909090908,11,3.9740246477376617,0.31012996738594373,-0.283031008,0.1916533758639023
PIDCplyr_88_inctvs_1250_,88,1250,12.454545454545455,12,4.174895455710922,0.5459746397785644,0.052664628,0.187334107
PIDCplyr_88_inctvs_1300_,88,1300,12.818181818181818,12,4.3759296532940875,0.7458352717564455,0.3864960885642117,0.1884872662798196
PIDCplyr_88_inctvs_1350_,88,1350,13.011363636363637,13,3.964313302,0.1655879491333127,-0.231315013,0.17132790789996033
PIDCplyr_88_inctvs_1400_,88,1400,13.715909090909092,14,4.560075915527273,0.18198749027438652,0.30626160303850547,0.18455788205166834
PIDCplyr_88_inctvs_1450_,88,1450,13.988636363636363,13,4.331424073458085,0.6445530415709552,0.3286397161806187,0.17137766782364672
PIDCplyr_80_inctvs_500_,80,500,5.175,5,2.391521482236779,0.5934320731998997,0.3540829995165682,0.25658212560386484
PIDCplyr_80_inctvs_550_,80,550,5.5625,5,2.5876811530789494,1.0668023276087282,1.8844938163370655,0.24811797752808995
PIDCplyr_80_inctvs_600_,80,600,6.1125,5.5,2.6315097852753655,0.8162272664166221,0.3786552130812231,0.23392126789366063
PIDCplyr_80_inctvs_650_,80,650,6.825,7,2.463610155848526,0.5077240417620236,-0.037024344,0.20105311355311362
PIDCplyr_80_inctvs_700_,80,700,7.3625,7,3.001015453142486,0.3513371232573088,-0.446660425,0.2303268251273345
PIDCplyr_80_inctvs_750_,80,750,7.925,8,3.212378402,0.3098751924791096,-0.002442751,0.22610410094637234
PIDCplyr_80_inctvs_800_,80,800,8.5625,8,3.235906944,0.4549281395324664,0.011806575212151227,0.21071167883211683
PIDCplyr_80_inctvs_850_,80,850,8.625,8,3.187377448624496,0.22488063118645876,-0.498555918,0.20876811594202904
PIDCplyr_80_inctvs_900_,80,900,9.3875,8,3.422330163791916,0.5067848651447303,-0.217492355,0.20324567243675107
PIDCplyr_80_inctvs_950_,80,950,9.6,10,3.3000000000000003,0.14350112697220155,0.31869660795280597,0.1913085937500001
PIDCplyr_80_inctvs_1000_,80,1000,10.5375,10,4.002948132314482,0.7852806360478524,0.13141976048364956,0.21003855278766315
PIDCplyr_80_inctvs_1050_,80,1050,10.9125,11,3.482792521813494,0.4745391861327847,-0.229061717,0.1784793814432991
PIDCplyr_80_inctvs_1100_,80,1100,11.6125,12,3.5017629488587603,0.034365773343793586,-0.112829404,0.16901237890204523
PIDCplyr_80_inctvs_1150_,80,1150,11.6875,12,4.039163743895511,0.18002253514826339,-0.085094356,0.19399732620320864
PIDCplyr_80_inctvs_1200_,80,1200,12.475,12,4.260208328,1.026317215511527,1.2163956443693955,0.18481963927855716
PIDCplyr_80_inctvs_1250_,80,1250,12.9875,13,3.906704973503886,0.088633926,-0.543725621,0.17108999037536088
PIDCplyr_80_inctvs_1300_,80,1300,13.575,13,4.926395741310274,0.059553247,-0.746920141,0.20741252302025792
PIDCplyr_80_inctvs_1350_,80,1350,14.1125,14,4.055840695836069,0.29278859975429167,-0.573247695,0.1630535872453499
PIDCplyr_80_inctvs_1400_,80,1400,14.6125,14,4.175804563194978,-0.139166528,0.059906907,0.16001924721984606
PIDCplyr_80_inctvs_1450_,80,1450,15.175,14,4.546358432855905,0.44661110740374915,-0.54268109,0.16906919275123566
PIDCplyr_80_inctvs_500_,80,500,5.2,5,2.325940669922601,0.2579601482354084,-0.292164507,0.2521033653846154
PIDCplyr_80_inctvs_550_,80,550,5.6375,5.5,2.613636116600779,0.7513136676281774,0.9797316517005705,0.25230044345898006
PIDCplyr_80_inctvs_600_,80,600,6.0375,6,2.6525636184642205,0.32929650771195695,-0.290134919,0.2470755693581781
PIDCplyr_80_inctvs_650_,80,650,6.825,7,2.764846288675014,0.37347818079782436,-0.200464539,0.22742674
PIDCplyr_80_inctvs_700_,80,700,7.2625,7,3.011410591400648,0.060525059,-0.438600781,0.23461703958691915
PIDCplyr_80_inctvs_750_,80,750,7.6875,7,2.736757890278203,0.4129569685008466,0.9434786330177105,0.19445121951219524
PIDCplyr_80_inctvs_800_,80,800,8.1875,8,3.058160190375906,0.4596073833915265,0.5614227784531027,0.20612595419847324
PIDCplyr_80_inctvs_850_,80,850,8.825,9,3.6324062272824054,0.22549568835035827,-0.185590962,0.23031161473087824
PIDCplyr_80_inctvs_900_,80,900,9.4,9,3.5128336140500593,0.26478506222971065,-0.417424722,0.2117353723404256
PIDCplyr_80_inctvs_950_,80,950,9.8125,10,3.5675402940961995,0.4377950932908095,0.030431284858457364,0.2030732484076434
PIDCplyr_80_inctvs_1000_,80,1000,10.7125,11,3.5006918958971527,0.26295927167740446,-0.078354206,0.18367852975495924
PIDCplyr_80_inctvs_1050_,80,1050,11.0625,11,3.7958653492978383,0.029905876190963677,-0.770236107,0.1961440677966102
PIDCplyr_80_inctvs_1100_,80,1100,11.35,11,3.765302113,0.21862472800222502,-0.294918375,0.18722466960352424
PIDCplyr_80_inctvs_1150_,80,1150,12.075,12,4.389689625,0.15089827993560656,-0.720912063,0.20672877846790905
PIDCplyr_80_inctvs_1200_,80,1200,12.2375,12.5,3.585539534017161,0.2877500737042929,-0.374397113,0.1654622063329929
PIDCplyr_80_inctvs_1250_,80,1250,13.0875,13,3.6816903386895534,0.261071079,-0.291299935,0.15803486150907364
PIDCplyr_80_inctvs_1300_,80,1300,13.425,14,3.9235666172501777,0.15762038661634983,-0.129907308,0.16450186219739305
PIDCplyr_80_inctvs_1350_,80,1350,13.875,14,4.950694395738844,0.3497900074988534,-0.386426245,0.2018243243243245
PIDCplyr_80_inctvs_1400_,80,1400,14.575,14,4.058247774594351,-0.091637853,1.0643168029844414,0.15210120068610644
PIDCplyr_80_inctvs_1450_,80,1450,14.9,14,4.565084884205331,0.32877016784534724,0.17785609948386583,0.16849832214765104
PIDCplyr_63_inctvs_500_,63,500,6.26984127,6,2.6974788299997465,0.6927825319690238,-0.183786084,0.23725135623869797
PIDCplyr_63_inctvs_550_,63,550,6.190476190476191,6,2.9539166512896804,0.15361535457300002,0.012592334058031618,0.2651200651200649
PIDCplyr_63_inctvs_600_,63,600,7.365079365079365,7,2.6744029881279174,0.8666679251450295,1.1106831006534428,0.19553913519430743
PIDCplyr_63_inctvs_650_,63,650,7.761904761904762,8,2.5986216475509054,0.45202648736930445,0.2344290185334934,0.18521764534034468
PIDCplyr_63_inctvs_700_,63,700,8.206349206349206,8,3.0817369363269136,0.15080315785941145,-0.465363817,0.21270455313008496
PIDCplyr_63_inctvs_750_,63,750,8.952380952380953,9,3.6228050669733776,0.4810912792958577,-0.445855854,0.22768208938421697
PIDCplyr_63_inctvs_800_,63,800,9.428571428571429,10,3.048363004434138,0.03773786,-0.160669383,0.18096306985195876
PIDCplyr_63_inctvs_850_,63,850,10.26984126984127,10,4.063802071507917,0.8958125083892693,1.475062904889466,0.2152547778513776
PIDCplyr_63_inctvs_900_,63,900,10.88888888888889,11,3.6606492229775403,0.33150833413880276,-1.067177007,0.1914480077745384
PIDCplyr_63_inctvs_950_,63,950,11.301587301587302,11,3.2349035001181794,0.4317535088183791,-0.12858173,0.1598894239343679
PIDCplyr_63_inctvs_1000_,63,1000,11.936507936507937,11,3.663951444335057,0.4592498015361709,0.007901589,0.17101485984464682
PIDCplyr_63_inctvs_1050_,63,1050,12.285714285714286,12,3.224059215202049,0.3700209129861859,-0.160254653,0.14683565071161953
PIDCplyr_63_inctvs_1100_,63,1100,12.80952380952381,12,4.3089318193766175,0.12555873548241123,-0.435880227,0.19067288212269617
PIDCplyr_63_inctvs_1150_,63,1150,13.619047619047619,14,3.340129127000034,-0.139396411,-0.429541444,0.13841713841713832
PIDCplyr_63_inctvs_1200_,63,1200,14.158730158730158,14,4.288065198828944,0.20617092058515946,-0.039546232,0.16922912662822964
PIDCplyr_63_inctvs_1250_,63,1250,14.412698412698413,15,4.073276909573049,0.047779160874310285,-0.725716822,0.16131739039228032
PIDCplyr_63_inctvs_1300_,63,1300,15.571428571428571,16,4.2602417612085794,0.16424456803339563,-0.389063901,0.15471740854003835
PIDCplyr_63_inctvs_1350_,63,1350,15.666666666666666,16,4.425754352345099,0.2368143449305596,-0.49407653,0.16017754619578328
PIDCplyr_63_inctvs_1400_,63,1400,16.841269841269842,17,4.912589428747293,0.12133326814308333,-0.807656343,0.16677886988914326
PIDCplyr_63_inctvs_1450_,63,1450,17.253968253968253,17,4.707198991778289,0.7398316296161108,0.24456641782719712,0.1509907857653947
PIDCplyr_63_inctvs_500_,63,500,5.857142857142857,5,2.6358766672567713,0.5397786707565073,-0.428212068,0.2523336344474556
PIDCplyr_63_inctvs_550_,63,550,6.714285714285714,6,2.332847374079217,0.6693230722155031,1.2764999999999995,0.18897519606739466
PIDCplyr_63_inctvs_600_,63,600,7.0476190476190474,6,2.897336332414525,0.5165137695731501,-0.386418222,0.23015873015873023
PIDCplyr_63_inctvs_650_,63,650,7.920634920634921,8,2.841314178957064,0.7073050236645763,0.30499351311346956,0.19855584184241504
PIDCplyr_63_inctvs_700_,63,700,8.682539682539682,9,3.161401120085221,-0.214167343,-0.604763804,0.206610371
PIDCplyr_63_inctvs_750_,63,750,8.476190476190476,8,3.033449201644378,0.5726554657710061,-0.170851753,0.19915581713334518
PIDCplyr_63_inctvs_800_,63,800,9.174603174603174,9,3.302426633239023,-0.003188176,-0.872725008,0.20596473883671118
PIDCplyr_63_inctvs_850_,63,850,9.952380952380953,10,2.8026550418213643,-0.016078374,-0.28533374,0.15867952710057986
PIDCplyr_63_inctvs_900_,63,900,10.523809523809524,10,3.770634837110315,0.19967793674460876,-0.717730974,0.20402690990926275
PIDCplyr_63_inctvs_950_,63,950,11.365079365079366,11,3.9412413937565303,0.6793340018803298,0.9377013204998663,0.18989979604504714
PIDCplyr_63_inctvs_1000_,63,1000,11.936507936507937,12,3.804229125,0.42084068155590865,-0.093379946,0.1786558595069232
PIDCplyr_63_inctvs_1050_,63,1050,12.301587301587302,11,3.697424761,1.4338375774030936,3.0925716699801304,0.15676395289298495
PIDCplyr_63_inctvs_1100_,63,1100,12.841269841269842,12,4.087170594294815,0.3053433390564626,-0.152940714,0.1785469028979536
PIDCplyr_63_inctvs_1150_,63,1150,14.015873015873016,14,4.025679726,0.31102997943133553,-0.428873602,0.1622535008718473
PIDCplyr_63_inctvs_1200_,63,1200,14,13,4.235151465592221,0.12161176571180543,-0.310177774,0.17075189864305507
PIDCplyr_63_inctvs_1250_,63,1250,15.34920634920635,14,4.2915891538399284,0.1055799502695027,0.3221485213179851,0.15485628929269035
PIDCplyr_63_inctvs_1300_,63,1300,15.428571428571429,15,4.6452374850503615,0.6949003041244292,0.7951813551424904,0.1659807956104251
PIDCplyr_63_inctvs_1350_,63,1350,16.063492063492063,16,4.407328009854151,0.4992888247001011,0.33361987739783405,0.1533659577137838
PIDCplyr_63_inctvs_1400_,63,1400,16.952380952380953,16,5.686041308295007,0.8169805896759068,0.9069532514061978,0.18319362701385178
PIDCplyr_63_inctvs_1450_,63,1450,17.77777777777778,18,4.099726837,0.18580706001310787,-0.427674401,0.1301303854875282
PIDCplyr_48_inctvs_500_,48,500,6.791666666666667,7,2.2909089656485455,0.037915883315182114,-0.293341521,0.1883946830265848
PIDCplyr_48_inctvs_550_,48,550,7.270833333333333,7,2.7744337510362165,0.4505381512594734,0.6236235070890248,0.20493075453677156
PIDCplyr_48_inctvs_600_,48,600,8.125,8,2.9483399283890814,0.004420032,-0.798709488,0.20673076923076916
PIDCplyr_48_inctvs_650_,48,650,9.5,10,3.9791121287711073,0.10118628626625696,-0.470941828,0.2369334795321636
PIDCplyr_48_inctvs_700_,48,700,9.5625,9,3.3844389613839003,0.053013798,-0.764540068,0.20175199709513425
PIDCplyr_48_inctvs_750_,48,750,10.770833333333334,10,3.3431496086109513,0.12958082831910267,-0.347105429,0.17339619600257894
PIDCplyr_48_inctvs_800_,48,800,10.875,10.5,3.876343852996876,0.5216952986221842,0.012092668406777474,0.19891443167305223
PIDCplyr_48_inctvs_850_,48,850,11.208333333333334,11,4.061805496191181,1.0167899,1.913657643118265,0.19245662949194542
